region,CX_ConsequenceofError,CX_ContactWithOthers,CX_CoordinateorLeadOthers,CX_CrampedWorkSpaceAwkwardPositions,CX_DealWithExternalCustomers,CX_DealWithPhysicallyAggressivePeople,CX_DealWithUnpleasantorAngryPeople,CX_DegreeofAutomation,CX_ElectronicMail,CX_ExposedtoContaminants,CX_ExposedtoDiseaseorInfections,CX_ExposedtoHazardousConditions,CX_ExposedtoHazardousEquipment,CX_ExposedtoHighPlaces,CX_ExposedtoMinorBurnsCutsBitesorStings,CX_ExposedtoRadiation,CX_ExposedtoWholeBodyVibration,CX_ExtremelyBrightorInadequateLighting,CX_FacetoFaceDiscussions,CX_FreedomtoMakeDecisions,CX_FrequencyofConflictSituations,CX_FrequencyofDecisionMaking,CX_ImpactofDecisionsonCoworkersorCompanyResults,CX_ImportanceofBeingExactorAccurate,CX_ImportanceofRepeatingSameTasks,CX_InanEnclosedVehicleorEquipment,CX_InanOpenVehicleorEquipment,CX_IndoorsEnvironmentallyControlled,CX_IndoorsNotEnvironmentallyControlled,CX_LettersandMemos,CX_LevelofCompetition,CX_OutdoorsExposedtoWeather,CX_OutdoorsUnderCover,CX_PaceDeterminedbySpeedofEquipment,CX_PhysicalProximity,CX_PublicSpeaking,CX_ResponsibilityforOutcomesandResults,CX_ResponsibleforOthersHealthandSafety,CX_SoundsNoiseLevelsAreDistractingorUncomfortable,CX_SpendTimeBendingorTwistingtheBody,CX_SpendTimeClimbingLaddersScaffoldsorPoles,CX_SpendTimeKeepingorRegainingBalance,CX_SpendTimeKneelingCrouchingStoopingorCrawling,CX_SpendTimeMakingRepetitiveMotions,CX_SpendTimeSitting,CX_SpendTimeStanding,CX_SpendTimeUsingYourHandstoHandleControlorFeelObjectsToolsorControls,CX_SpendTimeWalkingandRunning,CX_StructuredversusUnstructuredWork,CX_Telephone,CX_TimePressure,CX_VeryHotorColdTemperatures,CX_WearCommonProtectiveorSafetyEquipmentsuchasSafetyShoesGlassesGlovesHearingProtectionHardHatsorLifeJackets,CX_WearSpecializedProtectiveorSafetyEquipmentsuchasBreathingApparatusSafetyHarnessFullProtectionSuitsorRadiationProtection,CX_WorkWithWorkGrouporTeam,SK_ActiveLearning,SK_ActiveListening,SK_ComplexProblemSolving,SK_Coordination,SK_CriticalThinking,SK_EquipmentMaintenance,SK_EquipmentSelection,SK_Installation,SK_Instructing,SK_JudgmentandDecisionMaking,SK_LearningStrategies,SK_ManagementofFinancialResources,SK_ManagementofMaterialResources,SK_ManagementofPersonnelResources,SK_Mathematics,SK_Monitoring,SK_Negotiation,SK_OperationMonitoring,SK_OperationandControl,SK_OperationsAnalysis,SK_Persuasion,SK_Programming,SK_QualityControlAnalysis,SK_ReadingComprehension,SK_Repairing,SK_Science,SK_ServiceOrientation,SK_SocialPerceptiveness,SK_Speaking,SK_SystemsAnalysis,SK_SystemsEvaluation,SK_TechnologyDesign,SK_TimeManagement,SK_Troubleshooting,SK_Writing,target_churn
"Michigan City-La Porte, IN",2.84759310259273,4.513783153454907,3.582952487284456,1.9488108175164371,3.6737296861431585,1.658540999875946,3.3077315469544724,2.169274283587644,3.375193648430716,2.823179010048381,1.9251123930033494,1.8377594591241782,2.0931633792333457,1.5678985237563579,2.246194268701154,1.1635558863664557,1.3046316834139684,1.952985485671753,4.593964892693214,3.870839722118844,3.1043923830790225,3.901608113137328,3.843482198238432,4.16738531199603,3.382476615804491,2.1001863292395484,1.5928745813174545,3.90380349832527,2.2366913534300954,2.920817392383079,2.9792183351941444,2.3155280982508373,1.6988595707728569,2.0038925691601537,3.6005981888103213,1.9933994541620146,3.212692097754621,3.2922778811561844,3.1111327378737132,2.5406992928917007,1.3904993177025182,1.632561096638134,1.9516065004341892,3.2019968986478102,2.598309142786255,3.5833328371169832,3.4566742339660093,3.0448110656246126,3.9004721498573383,4.039068974072696,3.8185021709465325,2.40927912169706,2.982388289294132,1.485808832651036,4.251435181739238,2.894887482942563,3.5011008559732044,2.9020401935243765,3.156937352685771,3.262665178017616,1.5760098002729188,1.5427757102096513,1.1970836124550304,2.710145763552909,3.0305641979903237,2.559368564694207,1.8311132613819627,1.9431145019228382,2.510412107678948,2.404937104577596,3.1930089318943056,2.6632745316958193,2.4503876690236943,2.1859274283587644,1.7444439895794566,2.7859815159409504,1.3560354794690486,2.2514978290534673,3.2392416573626104,1.5405582433941198,1.4578379853616177,3.0728373650911798,3.193372658479097,3.45419960302692,2.3659612951246745,2.3448003969730804,1.5809148988959187,3.056172559235827,1.9465565066368937,2.90614365463342,10.784065090574147
"Midland, MI",2.816992858521521,4.527233159621694,3.6100386025863735,1.9802422312294923,3.591944605288554,1.629744257865277,3.2470372514958505,2.162146303802355,3.6429781895386992,2.7011696583671108,1.9049025284694072,1.877329666087628,2.0412420382165606,1.6670739239529047,2.142501447596989,1.1311667631731326,1.3021549893842888,1.9221598147075853,4.60281702374059,3.866761243003281,3.110219069677669,3.824010808724185,3.8215489287782276,4.144628450106158,3.3923721289326383,2.0350019301293183,1.5501833622852732,3.8666213086276784,2.188535996911793,3.0786440841536384,2.950871453387377,2.365408222350897,1.726731325998842,1.9185514379463422,3.516234317699286,2.0117757189731713,3.2292810268287977,3.2151756417679986,3.088895000965065,2.414006948465547,1.4491796950395677,1.6134250144759699,1.9628353599691177,3.1642125072379854,2.812400115807759,3.403828411503571,3.289027214823393,2.9386064466319244,3.9256176413819728,4.160815479637135,3.8095792318085313,2.3529212507237984,2.7434578266743874,1.5806572090330053,4.272719552209998,2.9618374831113683,3.5746178343949047,2.9542520748890175,3.1753406678247442,3.3253657595058868,1.538358425014476,1.5299073537927041,1.1805442964678634,2.7948311136846167,3.1057517853696197,2.635074309978769,1.8358704883227177,1.9704545454545455,2.5769166184134336,2.437722447403976,3.236193784983594,2.686505500868558,2.3951080872418453,2.092806408029338,1.8319909283922022,2.812544875506659,1.37947983014862,2.1915344528083383,3.3266917583478093,1.5139837869137232,1.543012931866435,3.1385147654892878,3.2036016213086276,3.511591391623239,2.478190503763752,2.449380428488709,1.6260625361899246,3.1176944605288557,1.9036971627099015,2.9792964678633465,10.714479440069992
"Midland, TX",3.059181003018733,4.478343669250646,3.5988206430847876,2.218053634224929,3.5675388911678394,1.5664043839996633,3.1074920394503875,2.1536392999765095,3.399938268488425,2.9712335801612095,1.652813383750732,2.1930915699865716,2.4317221328172387,1.9441685511834765,2.4011353854406616,1.217977455919837,1.5597354681840971,2.2568178154330534,4.6026699939344855,3.9663713655121153,3.031670263902475,3.9563766754669216,3.9430404355951043,4.175991909725509,3.397784525224477,2.5284524470669907,1.8200456876996274,3.5875408370410105,2.3759587790434717,3.033911001721484,3.08914493599655,2.76521590777613,1.9717233546853472,2.127663896865216,3.4699431962807523,2.058815310340475,3.344455323803814,3.37283393988479,3.2683249643256587,2.5312798270802435,1.6368243086891126,1.7276800633898863,1.9995882549900252,3.2043593992686326,2.8869400881427953,3.323612392582542,3.4788391131025636,2.822875118768385,3.9514324361280284,4.21663796941999,3.909945377061135,2.7064530220637475,3.1812447750675794,1.7561146873104527,4.227646727602298,2.938260859199422,3.4666227425241654,2.983279569383526,3.1449974703648773,3.33570906741837,1.8307783492684568,1.7400457806106888,1.331651303033809,2.7002325932003126,3.092332081663564,2.576334649865542,1.9456343266051703,2.0359452140285184,2.6119006307433934,2.453557499675688,3.2355477808280657,2.6476441629063983,2.649356959038493,2.3521171643544085,1.8149765233031459,2.730520401866636,1.402765019160715,2.3970192098001886,3.241655915279136,1.8315644995599871,1.5303967863291015,2.9462659780729896,3.1186800966976254,3.397982231197781,2.4681004315981756,2.4477545868262633,1.636205196708494,3.074330877325844,2.160442295218762,2.920810445657547,10.385372069317024
"Milwaukee-Waukesha-West Allis, WI",2.863452488914127,4.50159899458024,3.5925667310612517,1.8833795074448312,3.6472663418286277,1.6349252487364148,3.223135944907168,2.1734503062617745,3.627084443329712,2.6310402503732866,1.9175628060915118,1.7727223003474302,1.963630270809526,1.4937860000253633,2.0825910856945855,1.186060926389615,1.2459656569257527,1.8714405991655476,4.585856197168611,3.9542936301496288,3.1105464700165943,3.8980290231233394,3.844762653582965,4.174349771800808,3.3427631159933884,2.0495288709435755,1.491464807255405,4.01603409484275,2.1010648436094597,3.0994472262654758,3.0081709840629274,2.1396228478188273,1.6388097431214983,1.8616861837213683,3.510621734886882,2.0911338125117127,3.22266257613098,3.1650323774189655,3.0159819272439825,2.3705378526026264,1.3430912291850727,1.5615632576990515,1.851776341072426,3.119715649058435,2.9054647593469607,3.2908690535405047,3.287095716844186,2.7765353207352916,3.965769465975846,4.150241423331694,3.8520215036112164,2.195424659274676,2.768078074089939,1.4719024710893676,4.237312925275509,2.9858731262279474,3.5813912677936424,2.995527503674155,3.1835514578962276,3.3672637352804826,1.525012996339701,1.5216728982870853,1.186775841556442,2.770430086784738,3.1198433572358897,2.642697105202716,1.8494083180331613,1.9324620403079102,2.556915993012882,2.440205817729036,3.2295830464697817,2.695915663055215,2.3580269012959234,2.02533887638729,1.8667644952399205,2.819439437150932,1.4201042957435226,2.1970262167218317,3.359842463649468,1.496657613379795,1.5640241064018363,3.0976904724665006,3.228439314091987,3.5230340521009027,2.500865680222408,2.4606052567305494,1.6109485078163566,3.093774467476507,1.8578393747290474,3.0229116570638417,10.040911693827397
"Minneapolis-St. Paul-Bloomington, MN-WI",2.8337456758328248,4.524172137677735,3.6270023477002353,1.833653702041957,3.7031156549766537,1.6211972600138878,3.2311648091703318,2.1681344085493524,3.715595063139326,2.523946617695379,1.8911485524458842,1.7052110777897942,1.854339439604465,1.4715347222307469,2.0054394686156978,1.1841981090732323,1.235842414585653,1.833164057087886,4.592581464072923,3.971582311495527,3.128674421749668,3.896692420989402,3.8565961920813656,4.168805026513157,3.3440466829195037,2.056593331262856,1.4428923474588167,4.059197977110997,2.024429953217853,3.138815076102314,3.030566027560262,2.113224552054703,1.628958789728305,1.7654442597655122,3.5009954594761368,2.1388530799985763,3.2162590653963923,3.1049592253059783,2.961417876320492,2.3053253607683843,1.32058238924072,1.5314709717862693,1.812244558347972,3.0974421066328515,2.979043911712559,3.2256648687067826,3.2137613629714377,2.7214110779125495,3.9899934407608226,4.224867980887776,3.837684018779965,2.125118378104335,2.63047043473066,1.43515074670166,4.259059123377939,3.0196793612291266,3.6225551368908717,3.0305246795977383,3.2026835801334026,3.3933650079525144,1.4472017448885606,1.4564774516435128,1.1585503158705355,2.7902466306665503,3.1470664326536353,2.672025287851577,1.8795852950696044,1.9449069662148033,2.5830195304108505,2.478577504182896,3.2493451516256315,2.744124568463031,2.3029973120622484,1.952317375314101,1.89306110588036,2.8709826552520354,1.4452273750235793,2.1436691931808465,3.3912363766893723,1.4257506928528845,1.5729464126935804,3.143040427909542,3.265733687319473,3.5705894894227663,2.5319232047305085,2.4906316829665602,1.6094175698407573,3.1115032738909956,1.7894145025883013,3.058093416373383,10.055645082351486
"Missoula, MT",2.789167994536763,4.540240685939753,3.593334623264284,1.8815435162000151,3.763521132104105,1.6463526064193035,3.300342362849989,2.1177943698307913,3.574802792321117,2.566871234539798,2.0084816753926704,1.702985279611503,1.8141760376356326,1.4738958191061537,2.0432894756810076,1.1958688823127703,1.2550360421883298,1.851109871765688,4.581009408908112,3.901148417937628,3.115085666590789,3.889530692768799,3.8435972380301995,4.138863570832385,3.3491319523484333,2.102590484862281,1.4180605508763944,4.034001441687534,1.9547235753850825,3.0636741786174975,2.975586387434555,2.229278852720237,1.643375901054708,1.7460565293269596,3.578500796722058,2.0348581834737085,3.1840110023522272,3.139911905303893,2.9338575764473784,2.465946657561272,1.3433230138857273,1.5990388496851051,1.9429248046134,3.2322573032855297,2.797863646710676,3.4132966082403824,3.330036952727825,2.925182335533804,3.936336368464982,4.189317323013886,3.80888064344791,2.196399802716443,2.6417304803095836,1.4316478488504438,4.253698004400941,2.9541341528188783,3.5703906973214963,2.9453166401092647,3.174962212610972,3.3100147203884966,1.4464045071704985,1.452621443205099,1.1655723499506792,2.7442333257455043,3.073584414598983,2.6125075498899766,1.8552352985810758,1.9394916913271112,2.553992032779422,2.411805523939601,3.1989257151528947,2.710845132407618,2.29919887700129,1.9847216025495107,1.783275514075423,2.8400822520676834,1.3662235374459366,2.141597010395326,3.2907062751346836,1.4206602928902041,1.4917853403141361,3.1891988011229984,3.2429267015706804,3.518660596403369,2.4268077244100463,2.383953183094317,1.5661566127930797,3.0968541619242735,1.807706351012975,2.962384778814781,10.582793898809523
"Mobile, AL",2.906207352714967,4.511613367174281,3.595643729019065,2.012184216002968,3.6882709108101013,1.6341988630708397,3.25568121420234,2.149278873385995,3.5149296691911656,2.765674280879865,1.9714416266275778,1.9171180632843814,2.064824506636988,1.6219065777210746,2.182367382393659,1.201188045730521,1.3298544138005917,1.9964951342327424,4.58936674900694,3.9329032411303237,3.092821486739597,3.9374653062424785,3.859407165865885,4.189926671914727,3.388359390410525,2.192907385289141,1.5581589144656478,3.9248625596062143,2.1867757358596416,3.043028355366143,2.9871842295755404,2.3188862822009284,1.7590738913470325,1.878932324891193,3.528794377788033,1.9853628265334744,3.242700498565832,3.253199315489925,3.0703389817856075,2.4868495186260935,1.4381920473773266,1.6039032433924192,1.93351063863478,3.181132714876444,2.8131176923007324,3.370042054616032,3.4155936236054183,2.8758487653483176,3.9481341309481803,4.188261753847824,3.877436156880842,2.350600262855488,2.9547277025254033,1.581986441000027,4.253559793968349,2.9434482862365066,3.541615323886823,2.9481497258340346,3.1657522734059014,3.31564714252106,1.5932840083426079,1.5638646814517223,1.2314372064931187,2.7127539903363282,3.072657306115801,2.588261581928572,1.8644984120090122,1.953828784259435,2.563798053693097,2.4121218115764997,3.2082177606160136,2.6819451826415843,2.439140704597483,2.1382339300741062,1.8236811214564275,2.793142928237285,1.3834852013717347,2.254067847028059,3.285696827184958,1.5748695969850792,1.5299039491661917,3.1077394450627507,3.1977843906367345,3.481059891238452,2.4399196435842447,2.4009747007247753,1.5863352448039667,3.0923439018431553,1.9470925377996144,2.9515409529755603,10.436171435871232
"Modesto, CA",2.8772461776663736,4.427077435095699,3.573302735283477,1.9105919771908972,3.5966928308095163,1.651354731941358,3.220831188519648,2.150611487243096,3.2716518101710683,2.752128032025772,1.937013043309732,1.7559168820094062,1.9455671998552897,1.515095978258997,2.163428215497786,1.2029504991644702,1.2905256839285406,1.9204921399900081,4.55967960876531,3.853693556514548,3.0286750370389512,3.8171525983254946,3.774180814684652,4.110915521043292,3.2816841309628404,2.0951738677278757,1.6271516766585699,3.7942076420831397,2.163525012059193,2.8839958740331113,2.9060974684307546,2.328975420779713,1.7338431120471343,1.9679300480644992,3.528220228866264,2.031619265422847,3.1670448752734854,3.25068378426103,2.9965175288989956,2.5289867865695044,1.3671952340344895,1.5931960587971816,1.948807912122935,3.201540714851758,2.6799939768635763,3.484163412837873,3.4359500857064105,2.8891692550863954,3.863059815752752,3.97205063353834,3.7814558913466674,2.3656198726893725,2.883476320912364,1.5002747687218978,4.224775014212621,2.8539378693127984,3.4606412842179615,2.84803184273089,3.140989163953348,3.24286807242407,1.573003934311851,1.5471991123572277,1.1719869997588162,2.688394271021758,3.0021086016503866,2.5518282210966974,1.7621756270780575,1.872773575723121,2.484231695867142,2.351278485537582,3.1725481700174,2.600212478681069,2.3822148108429375,2.1209552130170377,1.7182806368115493,2.7089326321773735,1.3338562845625097,2.1897339268179232,3.2110013415852667,1.5332867762330524,1.4901621509294194,3.042377125432839,3.164460148672627,3.4132511929987768,2.3587275785139625,2.313605597619171,1.5134106909056453,3.020764546402053,1.8836601611625063,2.880245208624046,10.782958532236728
"Monroe, LA",2.832085718214476,4.553526816663515,3.643634788039212,1.9159083174341258,3.8068057202770755,1.7008086537524996,3.3252305814812906,2.1256734961641373,3.5575527538573484,2.6337092708136383,2.083520141861038,1.7646207680892876,1.892567421234466,1.5103198175744972,2.078131112600767,1.1872517288597835,1.25663913668735,1.8983935497917348,4.613634959922538,3.895387940665876,3.1692800093962883,3.949955424924228,3.835903963056544,4.190648773612472,3.4320065659430377,2.061143253292998,1.5384716994104404,4.020074969777181,2.0717077754287057,3.0652511215386995,2.9266207738187315,2.2241413568469723,1.6886421217277712,1.7879392621621777,3.5982715985722225,2.03580590361929,3.209602548456774,3.2211268097881827,2.9632432091762775,2.4815995748752413,1.3551150185920464,1.5610026813798794,1.932206437603488,3.166506557348872,2.77087898267989,3.4226740461907794,3.380631155571598,2.901968751611406,3.920848330153492,4.183786245896286,3.888154173613618,2.2252587989939094,2.799895752763024,1.474803938419934,4.312163610008193,2.933242120581882,3.544256547322344,2.913637624114085,3.1922519293903298,3.3055811661710695,1.4874823676355158,1.4798110429307252,1.182378234987424,2.760218148587405,3.0631903837008774,2.6156245953580046,1.8035739699891713,1.912888585228347,2.526420758922177,2.415018993107479,3.209994728911348,2.689816600491586,2.32785521121596,2.041861611005116,1.7247183405237858,2.7934524484779732,1.3616334072431633,2.1597534906638707,3.300128826552536,1.4751642631648305,1.4705177985183655,3.1567326412164753,3.2335229779359103,3.494291353695778,2.4259314070941977,2.386556518102179,1.554558632267084,3.102259263078889,1.8491070088290735,2.963551195448529,10.491524635884723
"Monroe, MI",2.81838679245283,4.494307258909854,3.5722547169811323,1.9196187106918239,3.6856525157232705,1.633107966457023,3.2860045859538785,2.1211536949685534,3.4076176624737946,2.727299004192872,1.8647198637316562,1.8050136268343817,2.0749504716981133,1.530298742138365,2.22909892557652,1.133079533542977,1.2982953354297693,1.9351295859538782,4.586906315513627,3.8596648322851155,3.1144538784067084,3.8763960953878405,3.8231498951781973,4.17505214884696,3.356175969601677,2.1199764150943397,1.650731918238994,3.9103562631027255,2.242218684486373,2.9422260220125787,2.9140040618448637,2.291038390985325,1.749892819706499,1.9166433438155137,3.569794418238994,2.0088697589098534,3.1468072589098535,3.202024895178197,3.0559174528301885,2.470970125786163,1.3559534853249475,1.5832368972746331,1.9058915094339621,3.1436278825995805,2.7034026467505243,3.475420859538784,3.435534722222222,2.9165973532494758,3.891306996855346,4.082091194968553,3.834609931865828,2.3730761268343814,2.962367007337526,1.4292568134171908,4.251831892033543,2.887327830188679,3.4977359800838577,2.8978812893081765,3.1517167190775686,3.2721569706498954,1.5865290880503147,1.5572025681341717,1.2372025681341718,2.7051865828092243,3.042067216981132,2.56311857966457,1.8079719601677147,1.9336230345911951,2.495138757861635,2.4188252096436056,3.1700317085953875,2.651741352201258,2.4209728773584906,2.1539555817610063,1.759885613207547,2.754162080712788,1.361292321802935,2.215789570230608,3.2579988207547173,1.5668822064989518,1.4445488731656184,3.054730738993711,3.169809748427673,3.4573582285115303,2.394213050314465,2.3785140199161425,1.5791029874213836,3.067142426624738,1.9319369758909855,2.909911818658281,10.95735668789809
"Montgomery, AL",2.878255848072378,4.520067432825278,3.606091830358356,1.8851003613443094,3.7522802727742004,1.6808591300567826,3.3194164425245196,2.153039068655419,3.579421169886163,2.6219054255983916,1.938414758062325,1.7514369549270519,1.911981661097074,1.4882071616812018,2.0780356182247943,1.1600051620615643,1.2660375743744396,1.8948263373814764,4.596060124432853,3.920618279131687,3.1460139375662237,3.9365286494416822,3.863547178525824,4.183710000815062,3.421958323145054,2.1142720134756976,1.5367208954818379,4.013540060314614,2.0869140924280707,3.0910267883826448,2.9610968022387048,2.2306741109028176,1.6793447985437553,1.8193110006248812,3.5368765452223765,2.05080259189828,3.218706360203222,3.182471866764474,2.99768590213818,2.379518461162279,1.3276685141413318,1.548102670687641,1.8437154889015677,3.142195397614584,2.895097916157253,3.3080310538756215,3.3175846985627735,2.7973812589996467,3.9219718803488464,4.206678783926971,3.8732716331132666,2.266173771293504,2.7473690330643628,1.4437284212242236,4.2739319422935855,2.9378081343222755,3.571543700926454,2.9475403048333195,3.180890754476051,3.32572363952509,1.4950548808650528,1.4743725650012225,1.173077159236015,2.7278052000978072,3.0811569810090473,2.600403999239275,1.8347793626212408,1.92674146222186,2.5510623251012037,2.4088189474828154,3.2207876490884884,2.6930033960931343,2.352067106800337,2.0372390034504306,1.8087922949438964,2.8037486891080503,1.389309180318961,2.163038416605537,3.323189284646942,1.4721488847230146,1.4796091776020865,3.1155392180835166,3.2162265329964406,3.52169666096123,2.442300703670498,2.4066199907626267,1.563250604504578,3.0894599668541307,1.8357856386013531,2.997180155948597,10.356206369257363
"Morgantown, WV",2.932887242490294,4.553562363768467,3.6105712880806125,1.951994980074418,3.754609194390013,1.7448746853372672,3.3438559707024225,2.1429933874956886,3.534267428462391,2.6773039476870912,2.204390915696074,1.8209880666681346,1.9065059996917588,1.496245954336291,2.111438693057971,1.258494917692302,1.2812000117425162,1.8880731705527056,4.609843685095078,3.909951510748072,3.1646811760129756,3.9092486624540395,3.8741805558613507,4.210986459411259,3.4102082461818473,2.0400472269314607,1.4696972926161593,4.0412601627806275,1.977387891998209,3.035573555854011,2.9487839230278077,2.1764279266386315,1.6573162699897988,1.8203124096376702,3.6528723955466513,1.9895650939034326,3.2806287163228314,3.3125900761061815,2.994634536207314,2.533189017811929,1.3474600791152016,1.6099664677778023,1.9709198866847208,3.230695134928848,2.7189962423948866,3.470913076025452,3.3831232450442914,2.9998727331439854,3.929847934418048,4.235556962211116,3.8192692999258755,2.189159771608064,2.962095562062866,1.535883528919615,4.300421328812464,2.9984824559472174,3.5753132242747165,2.96892504605268,3.2281050368054487,3.33825559787754,1.4885140212979884,1.5166449063167398,1.1997437929794432,2.7762606031249772,3.0954652825175955,2.637069134062837,1.9004276697710942,1.9907442113065752,2.600928840353156,2.4494034141365217,3.250522086938653,2.707874384435295,2.4052580050933163,2.0862763821308263,1.835005306149409,2.824060305158634,1.37128633391312,2.251760305892541,3.338885547164549,1.4674646073229267,1.6290769134796743,3.19051912929244,3.2817630800619413,3.5185880138268124,2.4594172849835236,2.4282548492921467,1.5883495967179668,3.1063233375166046,1.905267597261058,2.982319645963143,10.291188197767145
"Morristown, TN",2.92909745713957,4.440142791393395,3.5424302151651137,1.9704683005407893,3.576106316879531,1.661467034863652,3.283459785985502,2.1829760671959497,3.22830123115867,2.841788862041192,1.9273413876423888,1.8655399838913818,2.202325279024278,1.5410211713266597,2.263932919111725,1.144572661373835,1.3138516856518236,1.9701154067426072,4.543673110113911,3.8445925670233576,3.0728148659532852,3.9112357611322057,3.8206817397307558,4.192979634104246,3.3878259118628464,2.0750978023242435,1.667770337130365,3.8258661834081233,2.2786147739040388,2.872460361293292,2.9149733057185596,2.2803630192152804,1.7229218732021632,2.1204302151651135,3.544842595788747,1.9735983201012541,3.191539638706708,3.279891612012427,3.1768224600161084,2.560406512484179,1.3639453457599815,1.6136138534115751,1.9369886089057644,3.226935450465999,2.6648266022321945,3.511256932458865,3.5266087907030266,2.956684731331262,3.844739385571281,3.961316304222759,3.913072258658382,2.4582158554826834,3.11681682199977,1.4807134967207456,4.215479461511909,2.851402830514325,3.449190196755264,2.870821539523645,3.149337705672535,3.23746047635485,1.685662754573697,1.5929950523530088,1.2443591071223106,2.6821985962489934,3.0186686227131516,2.5421979058796453,1.7845707053273503,1.8947539983891382,2.4843042227591763,2.3694888965596594,3.180001610861811,2.58160971119549,2.5290616729950526,2.2482778736624094,1.7335650673110112,2.678126222529053,1.3454436773673917,2.2947879415487287,3.2221831780002304,1.6490513174548385,1.4146270854907375,3.0094822229892992,3.146057530778967,3.391725463122771,2.3641057415717412,2.3488957542285123,1.541691750086296,3.0750243930502816,2.005731906570015,2.860462432401335,10.707823892316322
"Mount Vernon-Anacortes, WA",2.821844868508497,4.525923953289661,3.596363998860723,1.9865574859963926,3.6987895186556536,1.6453180480394949,3.270618342352606,2.1115741004462167,3.431364948257856,2.7569257571442134,1.9361148770530712,1.854773189024969,2.071017563846957,1.6130129118010064,2.1993047564796355,1.1822773189024969,1.3380632298490458,1.9839481629165479,4.576737491692775,3.8861229469287006,3.0906430266780593,3.895979777841071,3.840007120478496,4.150489604101396,3.3468432545333715,2.149229564226716,1.541831766828064,3.876159783537454,2.1687170796544195,2.9537578087914174,2.969562422861483,2.3627518275894803,1.7435462831102249,1.8776813823222256,3.6108842684895093,2.043021076616349,3.2124183043767207,3.265450583879237,3.103126174878952,2.5513952340263932,1.4378465774233362,1.6361488654704264,1.984804993828919,3.2206642931738347,2.6555360296211905,3.5338695528339503,3.4294786860343685,2.9791729801576,3.917231083262129,4.112652615589101,3.814010443368461,2.3768174309313586,2.899930219310738,1.5334645400170892,4.251419253773853,2.929570777556252,3.5292926041963355,2.924405202696288,3.1645488464824836,3.2915909997151807,1.5720981676635337,1.580642267160353,1.2421826640083546,2.7615072628880664,3.060563277318902,2.617736542295642,1.8459359156935344,1.9462336466343872,2.5611265546378053,2.427990695908098,3.1968881610177537,2.6675515047944556,2.4068864521029147,2.1207235355549225,1.7870903826070446,2.784723725434349,1.3551596885977406,2.2455951770625653,3.2609022120953197,1.5581344346340074,1.4931916832811165,3.1197052121902593,3.193435583404538,3.472638564511535,2.416650621855122,2.387011392765594,1.6006827114782114,3.084595461881705,1.9473627646444507,2.9180412038355645,10.68996995608967
"Muncie, IN",2.8411126453488373,4.5635823643410856,3.6299995155038762,1.8666600048449613,3.7817720445736436,1.693346051356589,3.362006298449612,2.147567223837209,3.551921148255814,2.6096217296511623,2.0708368459302324,1.7259941860465116,1.881595082364341,1.4711191860465118,2.098874273255814,1.1786841085271318,1.2291242732558139,1.8361352955426358,4.615727713178295,3.890064074612403,3.169168362403101,3.921904675387597,3.869797722868217,4.183629602713178,3.3809150920542637,2.03046996124031,1.435748183139535,4.042628149224806,2.005667514534884,3.055747698643411,2.9814175145348836,2.1597438226744186,1.6487298934108527,1.7737843992248064,3.6138550145348836,2.0331629118217056,3.2273711240310075,3.210387354651163,2.958716569767442,2.4217136627906974,1.3318445978682172,1.5745715843023256,1.8949476744186047,3.1388343023255816,2.751129239341085,3.4324750484496125,3.323675145348837,2.9513356346899227,3.9525078730620153,4.221151889534884,3.8357874273255814,2.160402010658915,2.741974927325581,1.4369744428294573,4.284842781007752,2.9702509689922483,3.5975099321705426,2.955030281007752,3.2135845445736435,3.3210391230620155,1.434028585271318,1.4422680474806202,1.1727846414728682,2.7693995881782945,3.0918875968992245,2.6230428779069768,1.881341933139535,1.9597476986434108,2.5716494670542636,2.4155866036821703,3.228950339147287,2.755577761627907,2.3276956153100774,2.009326308139535,1.7850580184108529,2.87398558624031,1.361578972868217,2.1651946463178295,3.306543604651163,1.416736918604651,1.476046996124031,3.2111161579457366,3.2823632509689924,3.5403968023255814,2.4407053052325582,2.4122647771317833,1.5913315164728683,3.1102751937984494,1.82654808624031,2.9615763081395348,10.745399281569494
